id,tweet,emotion,offensive,dialect,confidence
7087,Convoco a los jóvenes a que este 15 de marzo ratifiquemos el HASHTAG la tierra necesita de todos. USER USER USER USER USER USER USER USER USER USER HASHTAG  URL,others,0,colombian,high
7136,"HASHTAG🇪🇸 😎 ¡Cuando tu ""jefe"" llega tras rifársela en la chamba! 👏🎥 USER 🔵🔴  URL",others,0,colombian,medium
7230,"No lo puedo creer tantos recuerdos tengo de ese viaje, que parece imposible qe haya sucedido. Me estaba comiendo unos vuala gamesa y no pude contener el llanto al saber lo que pasa en París. Que grande tristeza... HASHTAG HASHTAG  URL",sadness,0,colombian,high
7303,"La tragedia ocurrida en HASHTAG en París, Francia es una verdadera pérdida tanto física como espiritual a la cultura de Europa y el mundo entero, lamentable hecho que irónicamente pasará a la historia. Todo mi más sentido pésame con las y los parisinos sobre todo.",sadness,0,colombian,high
7367,"Muy lamentable que las personas hacen comparaciones de la tragedia de HASHTAG con otras tragedias en el mundo, somos conscientes que suceden y también duelen; hoy se perdieron varios siglos de historia Parisina y un patrimonio de la Humanidad y es válido mostrar tristeza.  URL",sadness,0,colombian,high
7370,"Si es triste perder un monumento Histórico, pero creo que es más triste perder hectáreas de bosques  que nos ayudan a vivir. HASHTAG",sadness,0,colombian,medium
7433,Nos acabamos de enterar de la tragedia en HASHTAG y hemos puesto los videos de noticias en Youtube para verlo. Me están dando unas ganas de llorar tremendas. Yo la vi pero hace muchos años. Q pérdida más grande dios mío. Acongoja el corazón 😭,sadness,0,colombian,high
7438,Las personas se consternan por la caída de HASHTAG... Pero en realidad todos los días se destruye desmedidamente e inconscientemente la biodiversidad en el mundo... Es una pena lo que sucedió con HASHTAG Pero me da más pena la destrucción de nuestra naturaleza.,sadness,0,colombian,medium
7547,Horrible la calidad de la imagen con tanta oscuridad. Al menos en mi tele y HBO. Frustrante. HASHTAG,anger,0,colombian,medium
7595,"Rechazamos este movimiento golpista que pretende llenar de violencia al país. Los traidores que se han colocado al frente de este movimiento subversivo, han empleado tropas y policías con armas de guerra en una vía pública de la la ciudad para crear zozobra y terror HASHTAG  URL",anger,0,colombian,high
7630,Aunque salgan con sus mamadas de amargados y únicos y detergentes... PERO QUE WEBA CONSTRUIR ALGO ASÍ!! Nada más por eso se debe valorar HASHTAG,disgust,1,colombian,medium
7734,HASHTAG De cuando la conductora de televisión quiere hacer un ensayo político de una realidad innegable: un intento de golpe de estado. Pero no ama los hechos sino sus opiniones ya manipuladas  URL,anger,0,colombian,medium
7788,Que le pasa abonos tibios como USER que defienden a estas lacras!!! ???? HASHTAG HASHTAG  URL,anger,0,colombian,medium
8212,Tío esto es pura felicidad joder gracias HASHTAG HASHTAG HASHTAG  URL,joy,0,colombian,medium
8361,"USER USER Cuál golpe de estado en HASHTAG? No mienta, no le digo vaya estudie pq ud sabe que USER es colombiano y se robó la presidencia, es un usurpador, tirado, dictador. Su amigo Hugo Chåvez, QEPD., fue el que hizo un golpe de Estado. Ud está acabado políticamente.",anger,1,colombian,high
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
