id,tweet,emotion,offensive,dialect,confidence
7988,En el HASHTAG un clásico. Para que aprendan de verdad que pasó en Chile en la oscuridad de la Dictadura. Se los recomiendo fachos reculiaos USER USER  URL,anger,1,chilean,high
7997,HASHTAG Solo ver el fichaje de Vidal es una Cagada sobrevalorada,anger,1,chilean,high
8000,"HASHTAG HASHTAG USER pobre es tu programa facha, insulzo y aburrido, donde haces odas triunfalistas a un equipo y organización corrupta, como lo es el USER  URL",anger,1,chilean,high
8021,"LO QUE SE PERDIO MANE , WEON MALO HASHTAG",others,1,chilean,medium
8063,La wea que se perdió mierdelé....🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️ HASHTAG,others,1,chilean,high
8263,Otra RATA que utiliza a los crédulos y  cuando no resulta arranca a esconderse a la Embajada de Chile. HASHTAG HASHTAG HASHTAG,anger,1,chilean,high
8273,HASHTAG que aprovechen los venezolanos que hay en Chile de pescar su weas e irse a su país a celebrar la nueva dictadura... Payasos culiaos,anger,1,chilean,high
8375,"Toda ésta mierda que hay en el mundo, el cáncer del mundo, el hambre, la violencia tienen nombre de país sin nombre: Estados Unidos. Pero es un tigre de papel, de lejos parece fiero, pero de cerca se ve la pintura HASHTAG  HASHTAG",anger,1,chilean,high
8387,USER Eres agotador aún no entiendo como Maduro no te manda unos balazos por el trasero y eso que él es malo malo malo HASHTAG HASHTAG HASHTAG soy chilena anti golpista no queremos traidores en mi patria,anger,1,chilean,high
8395,"Se han dado cuenta que todos esos mentirosos corruptos de USER USER y demases, predican del alto a la violencia en HASHTAG pero a la vez apoyan un HASHTAG en HASHTAG en donde van a  desaparecer y morir personas, como en Chile del '73",anger,1,chilean,medium
8401,"USER Socialista tenias q ser, luego vendrá el levantamiento definitivo y veremos q dice, ojalá sea luego y saquen a ese asesino tal como nosotros sacamos con nuestros VALIENTES MILITARES a Allende. HASHTAG SUEÑA CON LA LIBERTAD. Asi es que cállate huevón nefasto",anger,1,chilean,high
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
