id,tweet,emotion,offensive,dialect,confidence
90,Cual es el sentido de la religión? Si está llena de maldición y odio para los que no piensan como ellos...  HASHTAG   HASHTAG  HASHTAG HASHTAG,anger,0,unknown,low
96,Muy triste por HASHTAG 😔🤧 y pensar que hace poco vi una imagen en Google 😭  URL,sadness,0,unknown,low
97,Momentos que conmueven en la desgracia de HASHTAG  URL,sadness,0,unknown,low
98,Nunca dejaré de admirar la belleza arquitectónica de las iglesias. Lástima por lo de HASHTAG,sadness,0,unknown,low
106,"Terrible lo ocurrido en la catedral de HASHTAG una pérdida terrible para el mundo , daño irreparable.",sadness,0,unknown,low
107,Llego de la calle y me encuentro con esta triste noticia💔  HASHTAG,sadness,0,unknown,low
108,Emotivos videos muestran cómo cientos de franceses se reunieron en los alrededores de HASHTAG para cantar y esperar lo mejor ante la tragedia.  URL,sadness,0,unknown,low
111,"""El desastre en HASHTAG"", así los titulares de los medios franceses   URL",disgust,0,unknown,low
118,Ministerio del interior francés: dice que ' los bomberos no podrán salvar a Notre Dame ' HASHTAG  URL,sadness,0,unknown,low
119,Conmovedora imágen... un día muy difícil para los franceses y todos los católicos en general HASHTAG  URL,sadness,0,unknown,low
129,"Qué triste lo de HASHTAG. Ah no, es el TEMPLO DE BEL. Monumento histórico en HASHTAG destruido por fuerzas de ocupación. Nadie dijo nada  URL",sadness,0,unknown,low
133,Un triste día para Francia y para el mundo entero... Pero con noticias alentadoras al final... HASHTAG sigue de pie y es un patrimonio que nos une... HASHTAG  URL,sadness,0,unknown,low
134,Sigo realmente impresionada con el incendio de HASHTAG,surprise,0,unknown,low
135,Ojalá que las lagrimas de millones de personas hubieran apagado el incendio.💔 HASHTAG  URL,sadness,0,unknown,low
137,Ya empezamos a hacer teorías de que el islam a provocado está tragedia HASHTAG HASHTAG,anger,0,unknown,low
143,Dolor al ver estas imágenesVIRAL: Franceses entonan Ave María ante Catedral de Notre Dame en llamas HASHTAG  URL vía USER,sadness,0,unknown,low
146,Profecías que lo dejan a uno inquieto HASHTAG  URL,fear,0,unknown,low
149,Hoy se siente el significado de “patrimonio de la humanidad”. Qué pena HASHTAG,sadness,0,unknown,low
150,Si es muy triste lo que pasa en HASHTAG una pérdida lamentable para el mundo.,sadness,0,unknown,low
154,"No puedo creerlo aún, que dolor ver estas imágenes , no puede ser , que triste 😭😭😭😭😭  HASHTAG",sadness,0,unknown,low
156,"La gente que dona dinero para reconstruir HASHTAG puede hacer con su dinero lo que le venga en gana. La pobreza en Africa es responsabilidad de los propios gobiernos que son los que más roban y mantienen a sus pueblos en estados miserables, siendo los más ricos en recursos.  URL",anger,0,unknown,low
158,Extraño sentimiento de tristeza y desolaciòn por la pérdida de HASHTAG. 😥😥  URL,sadness,0,unknown,low
161,"Qué gran tragedia HASHTAG, es una pena que tanta historia y cultura de la humanidad se desvanezca en un abrir y cerrar de ojos 😓",sadness,0,unknown,low
162,Años de historia perdidos ante nuestros hijos... HASHTAG  URL,sadness,0,unknown,low
164,¡Francia está herida!¡Europa está triste!¡El mundo está conmocionado! HASHTAG  URL,sadness,0,unknown,low
165,"Pena, frustración, impotencia.... duele pensar que a penas queda nada....😔 HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  URL",sadness,0,unknown,low
179,USER Es una falta de respeto q no hables de USER  q se quedo sin su hogar HASHTAG,anger,0,unknown,low
181,USER los mismos que incendiaron HASHTAG.... solo a USER le sirve esa tragedia porque al mundo le han hecho gran daño.,sadness,0,unknown,low
182,De rodillas jóvenes franceses rezan ante la tragedia  URL USER USER USER USER USER HASHTAG HASHTAG,sadness,0,unknown,low
187,Muy triste lo sucedido con la Cathedral de HASHTAG HASHTAG  URL,sadness,0,unknown,low
188,Bella Nuestra Señora De París 🖤 HASHTAG  URL,joy,0,unknown,low
190,"Ver la catástrofe de HASHTAG y que se te ocurra una melodía con aquel sentimiento de desesperación al ver una gran arquitectura, ser destruida por el fuego...",sadness,0,unknown,low
192,"Después, las llamas lo perdieron; después gritó y fue como si un incendio gritara. HASHTAG HASHTAG",sadness,0,unknown,low
193,Qué mal en verdad quería conocer HASHTAG 😭  URL,sadness,0,unknown,low
194,"Un dolor terrible , se quemó la iglesia de  HASHTAG... en París ... Algo que ya tenía que conocer .. mí sueño 😭",sadness,0,unknown,low
199,"Lunes negro para París, a punto de caer la catedral de HASHTAG... Mala yuyu dirían los antiguos. Bomberos en París dudan poder controlar el incendio en Notre Dame  URL HASHTAG",sadness,0,unknown,low
201,USER Es una gran perdida para el pueblo Frances y la comunidad catolico lo ocurrido con la catedral de HASHTAG,sadness,0,unknown,low
204,La cultura europea está sufriendo por HASHTAG Aún no podemos ni creerlo...  URL,sadness,0,unknown,low
206,Estoy molesto por que les molesta que les moleste que la gente se ponga triste por la tragedia de HASHTAG,anger,0,unknown,low
209,Rezando el ave María HASHTAG impresionante 🙁  URL,sadness,0,unknown,low
214,Alguien quiere destruir HASHTAG HASHTAG alguien quiere destruir al mundo 😔😔😔,sadness,0,unknown,low
215,"Ante el incendio, cientas de personas comenzaron a cantar y a rezar. Lamentable pérdida para el mundo.  HASHTAG  URL",sadness,0,unknown,low
219,"Que dolor la noticia, pero se que ustedes van a salir de las cenizas, como siempre lo hicieron 🙏❤ HASHTAG HASHTAG",sadness,0,unknown,low
220,"Estoy triste por lo sucedido en la catedral de Notre Dame... Ahora, cuando vaya a ver la película del Jorobado, no sé donde va a estar viviendo...  HASHTAG",sadness,0,unknown,low
221,Que tristeza ver Notre dame en estas codiciones un lugar muy lindo HASHTAG,sadness,0,unknown,low
224,"Todos nuestros pensamientos  van  para HASHTAG, monumento sagrado e histórico,  triste momento. 🙏",sadness,0,unknown,low
225,"USER No hay palabras de consuelo, simplemente no las hay. HASHTAG HASHTAG",sadness,0,unknown,low
230,"Emmanuel Macron: ""Se ha evitado lo peor, aunque la batalla no se ha ganado del todo... Gracias a [a la] valentía [de los bomberos] se han salvado las torres y la fachada"".  HASHTAG HASHTAG HASHTAG",joy,0,unknown,low
232,Un poco de humor entre tanta pérdida... HASHTAG HASHTAG HASHTAG  URL,joy,0,unknown,low
233,Hoy sólo podemos sentir una profunda tristeza... HASHTAG HASHTAG  URL,sadness,0,unknown,low
235,¿Quién les iba a decir a los HASHTAG de HASHTAG que se enfrentarían a este incendio? Gracias USER por luchar contra las llamas y evitar una tragedia mayor. ❤🇫🇷❤ HASHTAG HASHTAG HASHTAG  URL,joy,0,unknown,low
237,¡Conmovedor! 🇫🇷 Franceses rezan afuera de HASHTAG mientras ven como el edificio es consumido por el fuego  URL,joy,0,unknown,low
242,Un recuerdito de HASHTAG es una noticia muy triste la verdad. HASHTAG  URL,sadness,0,unknown,low
243,HASHTAG HASHTAG  ... Menos mal! No todo está perdido  URL,joy,0,unknown,low
247,HASHTAG qué lástima lo que pasó!! La catedral que es un ícono francés!!,sadness,0,unknown,low
248,La catedral de Notre Dame ha quedado devastada por las llamas. Desde DEKRA Industrial mostramos nuestra preocupación y tristeza por lo ocurrido. HASHTAG HASHTAG HASHTAG HASHTAG  URL,sadness,0,unknown,low
255,"La disfruté por primera vez hace más de 30 años, deseando admirarla mucho tiempo más HASHTAG HASHTAG 😔  URL",sadness,0,unknown,low
258,Una imagen dice más q mil palabras HASHTAG cuanta tristeza  URL,sadness,0,unknown,low
261,Mi solidaridad con nuestros vecinos franceses HASHTAG  URL,sadness,0,unknown,low
265,Terrible pérdida para la historia de la humanidad. 856 años de historia destruidos por el fuego 🔥 HASHTAG HASHTAG HASHTAG HASHTAG  URL,sadness,0,unknown,low
267,"La imagen más hermosa! Nuestra Señora, resistió “Los tiempos primitivos son líricos. Los tiempos antiguos son épicos, los tiempos modernos son dramáticos”                                                        V. H  HASHTAG  URL",joy,0,unknown,low
269,Sin palabras😶. Con el incendio de HASHTAG 🕍 hemos perdido todos. Pero siempre nos quedará HASHTAG🗼.  URL,sadness,0,unknown,low
270,No tengo una foto en la catedral de HASHTAG pero tengo esta secuencia hermosa...  URL,sadness,0,unknown,low
274,"Oraciones, lágrimas y conmoción mundial por la tragedia en HASHTAG  URL",sadness,0,unknown,low
275,Que devastador lo de HASHTAG 😢 no parece que va a quedar mucho...,sadness,0,unknown,low
279,Tengo ganas de llorar y solo estuve dos veces. Hay monumentos que duelen. HASHTAG,sadness,0,unknown,low
283,"Miles aterrados con lo de HASHTAG, los franceses esclavizaron y asesinaron a millones de africanos y nadie dijo nada, nadie se aterró.",disgust,1,unknown,low
285,16 años de esta foto. Hoy es una pena recordar que uno estuvo allí. HASHTAG  URL,sadness,0,unknown,low
290,Notre Dame nos remitió a la Belleza desde su monumentalidad. Ahora su silencio es también un grito al Misterio. HASHTAG HASHTAG  URL,sadness,0,unknown,low
292,EL MUNDO ESTA DE LUTO..   HASHTAG  HASHTAG  HASHTAG  URL,sadness,0,unknown,low
294,Una pena ver cómo ardía HASHTAG 😢 Les hubiera venido bien la lluvia que caía ayer en HASHTAG 😔 HASHTAG  URL,sadness,0,unknown,low
295,Lo de HASHTAG no es aislado. No entiendo como no tuvieron mayo cuidado después de lo que viene pasando hace semanas:  URL HASHTAG HASHTAG,anger,0,unknown,low
298,"En HASHTAG nos hacemos eco del desastre provocado por el incendio de HASHTAG ⛪️ Nos entristece ver HASHTAG 😢🇫🇷❤️- USER: ""En cualquier caso, y dentro de la desgracia, al menos hay una cosa buena: que no hubo que lamentar víctimas.""  URL",sadness,0,unknown,low
299,"Salven la corona de espinas, por favor:( HASHTAG",sadness,0,unknown,low
300,HASHTAG Impactantes imágenes que ha dejado el incendio en Notre Dame   URL,sadness,0,unknown,low
303,Cualquier pérdida de un icono cultural es una tragedia...... y ni tengo foto de HASHTAG para publicar. 🤦🏻‍♂️,sadness,0,unknown,low
304,😭😭😭😭 y mi niño preguntando donde están recaudando el dinero para la reconstrucción de HASHTAG.  USER Hay mucha pena e impotencia.  URL,sadness,0,unknown,low
305,Es algo de lo que estar contento HASHTAG  URL,joy,0,unknown,low
307,🙏 un billonario donará 100 millones de € para restaurar HASHTAG.  Qué maravilla que existan seres de luz entre tanta oscuridad!  URL,joy,0,unknown,low
311,"Lamento tanto esta tragedia, qué triste de verdad! HASHTAG",sadness,0,unknown,low
314,La santa corona de espinas es salva!!! HASHTAG HASHTAG  URL,joy,0,unknown,low
316,Fuerza Francia en esta hora triste. Pronto volverá hermosa Nuestra Señora HASHTAG  URL,sadness,0,unknown,low
318,USER y la traducción francés español donde está?? Necesitan alguien como yo para hacer el quite si van a transmitir en vivo... HASHTAG HASHTAG,surprise,0,unknown,low
320,HASHTAG Que muy pronto Eso que pasó Sea un mal recuerdo  URL,sadness,0,unknown,low
324,"Memorias de HASHTAG en el cine. Acompañamos a todos nuestros amigos franceses en el triste suceso. Pronto, después de las cenizas, se levantará esa silueta nuevamente para adornar los cielos parisinos. HASHTAG  URL",sadness,0,unknown,low
327,Que mal lo de La Catedral de Notre Dame. En pleno lunes Santo 🙏🏼😣⛪️ Son señales de verdad HASHTAG HASHTAG,sadness,0,unknown,low
329,HASHTAG lamenta incendio en HASHTAG y da consejo que no debería tomarse en cuenta ► URL  URL,sadness,0,unknown,low
333,"Quasimodo, tu refugio arde, ya no tendrás donde ir cada vez que te persigan, qué gran tristeza.  HASHTAG HASHTAG  URL",sadness,0,unknown,low
338,¡Mi familia estaba allí justo cuando sucedió todo en la Catedral de  HASHTAG en HASHTAG!  Se habían tomado una foto hermosa todos frente a la Catedral (les tapé sus rostros por…  URL,sadness,0,unknown,low
339,Adiós estatuas decapitadas por los revolucionarios franceses HASHTAG 😢😢😢 ⛪,sadness,0,unknown,low
341,"La fachada de la catedral de Notre Dame fue “salvada” y se podrá restaurar, pero el techo y algunas obras como vitrales sufrieron grandes afectaciones  URL 🕌Checa toda la info ☝🏻 HASHTAG HASHTAG HASHTAG HASHTAG",sadness,0,unknown,low
343,Hay que ver como está la recalificación de terrenos en Francia! HASHTAG,surprise,0,unknown,low
345,Muchas gracias a todos por subir sus fotos en HASHTAG. Casi no hay.,joy,0,unknown,low
346,"🇫🇷Estamos conmocionados por el desastre del incendio de HASHTAG. En este sentido, queremos expresar y solidarizarnos con todos los franceses y parisinos. HASHTAG demostrará a todo el mundo sus valores que hacen de ella un país de referencia y pilar de Europa.💪",sadness,0,unknown,low
349,Es lamentable el incendio ocurrido en la Catedral de HASHTAG de Paris. En menos de un año hemos presenciado pérdidas incalculables en la historia de la humanidad. Hoy recuerdo el HASHTAG USER USER USER  URL,sadness,0,unknown,low
351,Siempre serás mi atracción favorita de París 💔😔 HASHTAG  URL,joy,0,unknown,low
353,El mejor homenaje es el recuerdo. Es tiempo de leer Nuestra Señora de París 😪 URL Dame HASHTAG  URL,joy,0,unknown,low
357,Con el accidente de la catedral  HASHTAG (gran acontecimiento que marcará la historia mundial) se debe dar inicio a una quinta EDAD. No deberían dejar pasar por alto eso... Es muy triste y conmocionador lo que ha sucedido 😢💔,sadness,0,unknown,low
360,Es muy triste lo de HASHTAG 😞,sadness,0,unknown,low
363,Es tan triste ver esto 😭💔Me hubiera encantado poder conocer HASHTAG 🇫🇷  URL,sadness,0,unknown,low
365,"USER USER HASHTAG es un lugar donde muchas personas van a orar y consolarse, y lo han hecho por siglos, un lugar santo para muchos, no solo es un edificio",sadness,0,unknown,low
366,"HASHTAG | A 500 años de la llegada de la Iglesia Católica a HASHTAG se ha avanzado mucho y hace falta mucho también por hacer; hoy es un momento de agradecimiento, dice el nuncio Franco Coppola. | Como doloroso calificó el incendio ayer en HASHTAG USER  URL",sadness,0,unknown,low
367,HASHTAG mientras se reconstruye nuestra hermosa HASHTAG HASHTAG lo acogeremos en nuestros corazón . Estamos triste pero renacerá como el ave fénix ❤️❤️😘😍  URL,sadness,0,unknown,low
368,BUEN MARTES SANTO. La foto del día qué pasará a la historia. HASHTAG  URL,joy,0,unknown,low
371,Mucha preocupacion por HASHTAG pero nadie pregunta por HASHTAG HASHTAG,sadness,0,unknown,low
373,"lamentar el incendio de HASHTAG no es una cuestión de religión, es de cultura... me asombra ver bromas con respecto a esto! HASHTAG  HASHTAG HASHTAG  URL",anger,0,unknown,low
375,"Tristeza, sensación de duelo. Aquí el especial sobre HASHTAG que hemos hecho hoy en HASHTAG  URL",sadness,0,unknown,low
381,A el estado frances le llevara entre 20 y 30 reconstruir HASHTAG. Cuanto le llevaría reconstruir la devastación que produjo con el genocidio de HASHTAG? HASHTAG,anger,0,unknown,low
382,Muy triste ver las imágenes de HASHTAG en llamas 🔥Terrible. noiremos  URL,sadness,0,unknown,low
383,Nuestro corazón está con todos nuestros amigos de HASHTAG Los acompañamos en este doloroso momento HASHTAG HASHTAG  URL,sadness,0,unknown,low
385,A propósito de la tragedia de HASHTAG  URL,others,0,unknown,low
390,Cómo hacer que una tragedia se trate sobre mí HASHTAG  HASHTAG  URL,others,0,unknown,low
391,"Notre Dame se quema, 🌏 😭 Resistió a tanto Pero no ha podido resistir a nuestra época. Una gran pérdida Religiosa y Arquitectónica. Que haya gente que ria de tal desgracia.😔 La persona que no está en paz consigo mismo. Sera una persona en guerra con el mundo entero. HASHTAG  URL",sadness,0,unknown,low
392,"""Convocaremos a los mejores talentos del mundo para reconstruir HASHTAG"" Macron desde el alma.",others,0,unknown,low
394,¿Cómo es que hay gente que se burla de lo que está pasando en HASHTAG? A ustedes les hace falta demasiada cultura.,anger,0,unknown,low
395,se quemo una estructura MATERIAL.. y todo el mundo consternado.. se mueren niños de hambre todos lo dias. no pasa nada. HASHTAG,anger,0,unknown,low
397,Ojalá el jorobado esté bien... HASHTAG,others,0,unknown,low
398,HASHTAG sin palabras 😢Esa CRUZ  que nos guía y nos enseña a levantarnos pese a  todas las injusticias Un hilo de esperanza para todos los CatólicosCristianos de todo el mundo ❇  URL,sadness,0,unknown,low
401,El lenguaje de las emociones en una imagen. Lo logra la fotógrafa de Macrón soazigdelamoissonniere  HASHTAG HASHTAG  URL,others,0,unknown,low
404,Primero el Museo de Brasil ahora HASHTAG?? Soy enemigo de la casualidad USER USER USER,others,0,unknown,low
409,Que bueno que conocí HASHTAG  antes del incendio.  URL,joy,0,unknown,low
410,Primeras Imágenes del interior de HASHTAG después del fuego. Impresionante. HASHTAG HASHTAG  URL,surprise,0,unknown,low
411,"Sepan disculpar, pero además de sufrir por nuestra HASHTAG, sufro al ver las llamas en HASHTAG.",sadness,0,unknown,low
412,Todos con Francia y mi pésame a sus familiares HASHTAG HASHTAG 🙇‍♂️🙇‍♂️🙇‍♂️🙇‍♂️🙇‍♂️🙇‍♂️🙇‍♂️🙇‍♂️🙇‍♂️,sadness,0,unknown,low
413,Así era el interior de Notre Dame antes del terrible incendio. HASHTAG HASHTAG  URL,sadness,0,unknown,low
416,"El gobierno de HASHTAG se solidarizó este lunes con Francia tras un violento incendio en la emblemática catedral de HASHTAG. ""Notre Dame de París en llamas. La emoción de todo un país. Mis pensamientos con todos los católicos y todos los franceses"". HASHTAG  URL",others,0,unknown,low
418,"HASHTAG quién diría que hace dos semanas estaba yo ahí, admirando lo bella que es. 😥  URL",sadness,0,unknown,low
420,"Hace varios años, un símbolo de la Arquitectura y Cultura, q pena más grande 😢 HASHTAG  URL",sadness,0,unknown,low
421,La familia HASHTAG y el grupo HASHTAG donan 300 millones de euros para reconstruir HASHTAG  URL,others,0,unknown,low
425,"Adios 800 años de historía de HASHTAG, muy lamentable no contar con sistema de incendios! HASHTAG  URL",anger,0,unknown,low
428,La historia fue devastada en una terrible tragedia. HASHTAG  URL,sadness,0,unknown,low
429,ACI Prensa (@aciprensa) twitteó: El fuego de HASHTAG no consigue destruir la cruz y el altar de la Catedral HASHTAG  URL  URL,others,0,unknown,low
430,Un gran daño a la historia de la humanidad HASHTAG  HASHTAG  URL,sadness,0,unknown,low
434,Infierno controlado en HASHTAG; construiremos entre todos dice USER. URL  URL,others,0,unknown,low
436,".@JOSEMANUELSOTO1, USER y un consejo para apagar el fuego de HASHTAG  URL",others,0,unknown,low
437,Después del desastre deseamos volver a respirar todo el HASHTAG de la maravillosa ciudad de París. HASHTAG HASHTAG HASHTAG  URL,others,0,unknown,low
438,Juro que estoy llorando por HASHTAG. Estar aquí viendo como se reduce todo en cenizas y no poder hacer nada. Ansio saber el porqué se prendió fuego y el porqué ha costado tanto apagarlo... 😭,sadness,0,unknown,low
439,Compara el número de minutos y tweets dedicados a HASHTAG con el que se dedicó al autobús escolar bombardeado en Yemen matando decenas de niños...... Asco!!!!!,disgust,0,unknown,low
440,"En un momento trágico como el que vive la HASHTAG de HASHTAG, a los ciudadanos del mundo (incluyendo al Presidente Trump) les afloran ideas al ver con impotencia a unos delgados hilos de agua combatir a un devastador fuego. Una explicación de lo inconveniente en escenarios así.  URL",anger,0,unknown,low
443,Me pone super triste lo de Notre Dame... Un daño irreparable a tal monumento histórico 💔 HASHTAG,sadness,0,unknown,low
445,Que triste lo de HASHTAG y pensar que el mes pasado andaba por allá...  URL,sadness,0,unknown,low
447,El incendio de HASHTAG es una tragedia para el patrimonio de la humanidad. HASHTAG HASHTAG  URL,sadness,0,unknown,low
449,El fuego de HASHTAG no consigue destruir la cruz y el altar de la Catedral HASHTAG  URL,others,0,unknown,low
451,La HASHTAG llora hoy por HASHTAG de HASHTAG en la viñeta de Abel en el USER  URL,others,0,unknown,low
452,"El presidente de Francia prometió reconstruir el templo, uno de los más visitados de ese país.  URL",others,0,unknown,low
453,HASHTAG pronto volverás a lucir con tus mejores galas 😫😫  URL,joy,0,unknown,low
456,USER Mensaje de Su Alteza Real la Condesa de París por el incendio de la Catedral de HASHTAG,others,0,unknown,low
458,Una buena noticia entre tanta desgracia HASHTAG  URL,joy,0,unknown,low
461,Llora y reza Francia por tragedia en HASHTAG  URL,others,0,unknown,low
466,"Incendio en la Catedral de Notre Dame de París. ""Es una tragedia a todos los niveles: arquitectónico, turístico, simbólico y también espiritual"" HASHTAG Pero nadie volvió tendencia cuando bombardearon HASHTAG masacrando a su pueblo! HASHTAG HASHTAG  URL",anger,0,unknown,low
476,"Sacerdote que salvó Corona de Espinas de HASHTAG durante HASHTAG, ya había sido héroe 😮➡️  URL  URL",others,0,unknown,low
477,La nueva temporada de HASHTAG esta terrible HASHTAG  URL,others,0,unknown,low
479,Gracias por este homenaje a HASHTAG 💔💔  URL,others,0,unknown,low
480,Este mago de HASHTAG debería realizar el truco de su vida y resucitar a HASHTAG.  URL,others,0,unknown,low
482,"HASHTAG: 💔 💔 💔Todo es efímero como el arco iris. No somos más que una burbuja efímera a la deriva en la superficie de un vacío sin fin. Sin embargo, no se me ocurre ninguna burbuja más hermosa.: USER  URL",others,0,unknown,low
483,"Venerados como reyes, vilipendiados como mendigos: la conexión HASHTAG de HASHTAG USER  URL",others,0,unknown,low
486,Cuál es la principal hipótesis sobre el incendio en la catedral de HASHTAG Entrá a la nota ➡️ URL HASHTAG HASHTAG HASHTAG  URL,others,0,unknown,low
488,"HASHTAG HASHTAG  mi ciudad favorita del mundo, conozco la belleza gracias a ti HASHTAG HASHTAG❤️💪  URL",joy,0,unknown,low
490,"Perdiendo la fe en la humanidad, otra vez más... HASHTAG HASHTAG HASHTAG HASHTAG  URL",sadness,0,unknown,low
492,El lamentable saldo de pérdidas patrimoniales en HASHTAG debería ser un llamado urgente a detener el saqueo de los bienes históricos del mundo colonizado.,others,0,unknown,low
495,Brillante discurso de Emmanuel Macron frente a la tragedia de HASHTAG 👏👏👏,others,0,unknown,low
498,Lo bello y lo bestiaEl microrrelato que he escrito hoy ambientando en HASHTAG en: URL,others,0,unknown,low
501,Este Disney recreando las películas animadas HASHTAG  URL,others,0,unknown,low
504,Una historia interesante al hilo de lo sucedido en HASHTAG👇🏻🎹  URL,others,0,unknown,low
508,"USER No se puede estudiar para los exámenes porque entra uno acá y hablan de HASHTAG, de HASHTAG, de un lio con besos y no puerca idea de que hablan... Alguien que me contextualice...",others,0,unknown,low
510,"El jorobado, preocupado por HASHTAG. Lógico.  URL",others,0,unknown,low
513,"HASHTAG🙏🕯️Quién dijo que todo está perdido? Yo vengo a ofrecer mi corazónTanta sangre que se llevó el rí­o, Yo vengo a ofrecer mi corazónNo será tan fácil, ya sé qué pasa,No será tan simple como pensaba,Como abrir el pecho y sacar el alma,Una cuchillada del amor🙏🕯️  URL",joy,0,unknown,low
514,No todo esta perdido para HASHTAG  mientras este en pie hay esperanza  URL,others,0,unknown,low
516,El deseo de la humanidad que Notre Dame resurja de sus cenizas.  HASHTAG HASHTAG  URL,others,0,unknown,low
518,"Así se desplomaron, abrazadas por las llamas, las agujas en la Catedral de HASHTAG en HASHTAG USER😥😥😥😫😫😫  URL  URL",sadness,0,unknown,low
519,Hasta ahora me entero lo de HASHTAG ¡Qué triste! 😢,sadness,0,unknown,low
521,Difícil contener las lágrimas ante esta escena. Rezos ante y por HASHTAG  URL,sadness,0,unknown,low
522,Me encantan las teorías conspirativas... No será que se enteraron que había enterrado un tesoro muy cabron ahí y por eso dejaron que se quemara todo.. Extraña la prisa de Macron por entrar a lo que quedan de las ruinas de HASHTAG 🤔🤔,surprise,0,unknown,low
525,A veces la ficción supera la realidad... HASHTAG HASHTAG  URL,others,0,unknown,low
527,Apoyo la moción de este buen hombre. Salma please. HASHTAG  URL,others,0,unknown,low
529,Lloro en la misma forma. HASHTAG  URL,sadness,0,unknown,low
530,Santa Maria Madre de Dios HASHTAG  URL,surprise,0,unknown,low
535,Creo que las tragedias se deben dejar en paz. Yo lo llamo respeto. HASHTAG,others,0,unknown,low
